seasons,price,id,sale
winter,240000.0,7895500070,312000.0
winter,240000.0,7895500070,312000.0
winter,240000.0,7895500070,312000.0
spring,204900.0,5706600170,225390.00000000003
spring,204900.0,5706600170,266370.0
spring,204900.0,5706600170,225390.00000000003
autumn,215500.0,3599600276,280150.0
autumn,215500.0,3599600276,280150.0
autumn,215500.0,3599600276,237050.00000000003
summer,235500.0,5152600090,306150.0
autumn,425000.0,2425700022,552500.0
autumn,480000.0,6205500030,624000.0
autumn,480000.0,6205500030,528000.0
spring,675500.0,324059112,878150.0
spring,675500.0,324059112,878150.0
summer,365000.0,5175800060,401500.00000000006
summer,365000.0,5175800060,474500.0
spring,547500.0,6072760390,711750.0
spring,547500.0,6072760390,711750.0
spring,380000.0,2206900065,418000.00000000006
spring,380000.0,2206900065,494000.0
autumn,270000.0,1726059053,351000.0
spring,80000.0,8658300340,88000.0
spring,80000.0,8658300340,88000.0
summer,396400.0,3626079032,515320.0
summer,396400.0,3626079032,515320.0
spring,190000.0,3326079016,247000.0
spring,190000.0,3326079016,209000.00000000003
summer,119500.0,3821200050,131450.0
summer,119500.0,3821200050,155350.0
spring,375000.0,2126079124,487500.0
spring,375000.0,2126079124,487500.0
spring,188000.0,9264901680,244400.0
spring,188000.0,9264901680,244400.0
spring,188000.0,9264901680,244400.0
winter,135000.0,5560000650,148500.0
winter,135000.0,5560000650,148500.0
winter,135000.0,5560000650,148500.0
summer,150000.0,3089000005,165000.0
summer,150000.0,3089000005,165000.0
summer,150000.0,3089000005,165000.0
winter,233000.0,3279000420,302900.0
winter,233000.0,3279000420,302900.0
winter,233000.0,3279000420,302900.0
summer,213000.0,8732130940,276900.0
summer,213000.0,8732130940,276900.0
summer,213000.0,8732130940,276900.0
winter,176000.0,7428000120,193600.00000000003
winter,176000.0,7428000120,193600.00000000003
winter,176000.0,7428000120,228800.0
spring,200000.0,1324079029,260000.0
spring,200000.0,1324079029,260000.0
autumn,142000.0,3980300371,184600.0
autumn,142000.0,3980300371,156200.0
winter,460000.0,1924079091,598000.0
winter,196000.0,2570600140,254800.0
spring,175000.0,1922059298,227500.0
spring,535000.0,3886902445,588500.0
spring,535000.0,3886902445,695500.0
winter,429000.0,2128000160,471900.00000000006
winter,429000.0,2128000160,557700.0
spring,619500.0,3885808035,805350.0
spring,619500.0,3885808035,805350.0
winter,305000.0,1233100351,335500.0
winter,305000.0,1233100351,335500.0
spring,800000.0,3623500135,1040000.0
spring,800000.0,3623500135,1040000.0
summer,623000.0,5459500165,685300.0
summer,623000.0,5459500165,809900.0
spring,157340.0,3422059085,173074.0
spring,157340.0,3422059085,173074.0
spring,157340.0,3422059085,173074.0
summer,120000.0,3122069029,132000.0
summer,120000.0,3122069029,132000.0
summer,120000.0,3122069029,132000.0
winter,205000.0,5466350160,225500.00000000003
winter,205000.0,5466350160,266500.0
winter,205000.0,5466350160,266500.0
spring,273500.0,8092500150,355550.0
spring,273500.0,8092500150,355550.0
spring,273500.0,8092500150,355550.0
summer,290000.0,9485920120,377000.0
summer,290000.0,9485920120,377000.0
summer,290000.0,9485920120,377000.0
autumn,195000.0,9407110710,214500.00000000003
autumn,195000.0,9407110710,253500.0
winter,189000.0,9407101380,207900.00000000003
winter,189000.0,9407101380,245700.0
autumn,280000.0,5702500050,364000.0
autumn,280000.0,5702500050,364000.0
autumn,365000.0,1523089012,474500.0
autumn,365000.0,1523089012,474500.0
spring,550000.0,9435300030,715000.0
spring,550000.0,9435300030,715000.0
autumn,459000.0,6672700120,596700.0
autumn,459000.0,6672700120,504900.00000000006
summer,170000.0,203101370,221000.0
autumn,170000.0,87000245,187000.00000000003
autumn,239000.0,7200080,310700.0
winter,180000.0,423059184,198000.00000000003
winter,375000.0,6073300040,487500.0
spring,315001.0,984200590,409501.3
spring,315001.0,984200590,409501.3
spring,315001.0,984200590,409501.3
spring,315001.0,984200590,409501.3
winter,99000.0,5128000010,128700.0
winter,99000.0,5128000010,108900.00000000001
winter,99000.0,5128000010,108900.00000000001
winter,99000.0,5128000010,108900.00000000001
summer,304000.0,984000780,395200.0
summer,304000.0,984000780,334400.0
summer,304000.0,984000780,395200.0
summer,304000.0,984000780,395200.0
summer,235000.0,6197800101,305500.0
summer,235000.0,6197800101,258500.00000000003
summer,235000.0,6197800101,258500.00000000003
summer,235000.0,6197800101,305500.0
winter,190000.0,4008400515,247000.0
winter,190000.0,4008400515,209000.00000000003
winter,190000.0,4008400515,209000.00000000003
winter,190000.0,4008400515,247000.0
autumn,95000.0,6198400218,123500.0
autumn,95000.0,6198400218,104500.00000000001
autumn,95000.0,6198400218,104500.00000000001
autumn,95000.0,6198400218,104500.00000000001
spring,172500.0,7229700105,189750.00000000003
spring,250000.0,1823069046,325000.0
spring,361550.0,2023069054,470015.0
summer,235000.0,7849200635,258500.00000000003
summer,235000.0,7849200635,258500.00000000003
summer,280000.0,3024089049,308000.0
summer,280000.0,3024089049,364000.0
spring,330000.0,3624079067,429000.0
spring,330000.0,3624079067,429000.0
summer,181000.0,3523029059,199100.00000000003
summer,181000.0,3523029059,235300.0
autumn,220500.0,722039087,286650.0
autumn,220500.0,722039087,286650.0
summer,160000.0,522039106,176000.0
summer,160000.0,522039106,176000.0
spring,280000.0,6817801030,364000.0
spring,280000.0,6817801030,308000.0
summer,492450.0,3578400950,640185.0
summer,492450.0,3578400950,640185.0
summer,405000.0,6817800330,526500.0
summer,405000.0,6817800330,445500.00000000006
summer,250000.0,1771100330,325000.0
summer,170000.0,1796100140,221000.0
autumn,352950.0,5694000710,458835.0
autumn,275000.0,2919201385,302500.0
autumn,125000.0,859000110,162500.0
autumn,125000.0,859000110,137500.0
autumn,125000.0,859000110,137500.0
summer,194000.0,3438502668,252200.0
summer,194000.0,3438502668,213400.00000000003
summer,194000.0,3438502668,252200.0
spring,215000.0,3624039111,279500.0
spring,215000.0,3624039111,236500.00000000003
spring,215000.0,3624039111,279500.0
spring,235000.0,7831800460,305500.0
spring,235000.0,7831800460,305500.0
spring,235000.0,7831800460,305500.0
winter,429000.0,2767800065,557700.0
spring,155000.0,7883603425,170500.0
spring,155000.0,7883603425,201500.0
autumn,174900.0,7883606725,227370.0
autumn,174900.0,7883606725,227370.0
winter,575000.0,6788200605,747500.0
winter,575000.0,6788200605,747500.0
summer,427000.0,5015001680,555100.0
summer,427000.0,5015001680,469700.00000000006
winter,480000.0,9828701745,624000.0
winter,480000.0,9828701745,528000.0
winter,455000.0,1868901275,591500.0
winter,455000.0,1868901275,591500.0
winter,455000.0,1868901275,591500.0
spring,400000.0,6844702290,520000.0
spring,400000.0,6844702290,520000.0
spring,400000.0,6844702290,440000.00000000006
autumn,312000.0,8024200010,343200.0
autumn,312000.0,8024200010,343200.0
autumn,312000.0,8024200010,343200.0
autumn,350000.0,7977201065,455000.0
autumn,350000.0,7977201065,455000.0
autumn,350000.0,7977201065,385000.00000000006
spring,289500.0,3226049267,318450.0
spring,289500.0,3226049267,318450.0
spring,289500.0,3226049267,318450.0
winter,252000.0,913000340,277200.0
winter,252000.0,913000340,327600.0
winter,252000.0,913000340,277200.0
spring,210000.0,6324000090,231000.00000000003
spring,210000.0,6324000090,273000.0
spring,210000.0,6324000090,231000.00000000003
autumn,462500.0,9274204100,601250.0
autumn,462500.0,9274204100,601250.0
autumn,462500.0,9274204100,601250.0
autumn,130000.0,9272202260,143000.0
autumn,130000.0,9272202260,143000.0
autumn,130000.0,9272202260,143000.0
winter,325000.0,6371500120,422500.0
winter,325000.0,6371500120,422500.0
winter,325000.0,6371500120,422500.0
winter,505000.0,2028700265,656500.0
winter,505000.0,2028700265,656500.0
autumn,417000.0,7518505160,542100.0
autumn,417000.0,7518505160,542100.0
winter,125000.0,3501100050,137500.0
winter,125000.0,3501100050,137500.0
autumn,290000.0,2922703235,319000.0
autumn,290000.0,2922703235,319000.0
winter,160000.0,3812400657,176000.0
winter,160000.0,3812400657,176000.0
winter,160000.0,3812400657,176000.0
winter,160000.0,3812400657,176000.0
winter,160000.0,7135300026,176000.0
winter,160000.0,7135300026,176000.0
winter,160000.0,7135300026,176000.0
winter,160000.0,7135300026,176000.0
autumn,167500.0,3332000195,217750.0
autumn,167500.0,3332000195,184250.00000000003
autumn,167500.0,3332000195,217750.0
autumn,167500.0,3332000195,184250.00000000003
autumn,228000.0,6896300380,296400.0
autumn,228000.0,6896300380,296400.0
autumn,228000.0,6896300380,296400.0
autumn,228000.0,6896300380,296400.0
autumn,162500.0,2690600005,178750.0
autumn,162500.0,2690600005,178750.0
autumn,162500.0,2690600005,178750.0
autumn,162500.0,2690600005,178750.0
winter,180000.0,1604601155,234000.0
winter,180000.0,1604601155,198000.00000000003
winter,180000.0,1604601155,234000.0
winter,180000.0,1604601155,234000.0
summer,140000.0,4006000401,154000.0
summer,140000.0,4006000401,154000.0
summer,140000.0,4006000401,154000.0
summer,140000.0,4006000401,154000.0
winter,200000.0,4154302075,260000.0
winter,200000.0,4154302075,260000.0
winter,200000.0,4154302075,260000.0
winter,200000.0,4154302075,260000.0
autumn,156000.0,3812400202,171600.0
autumn,156000.0,3812400202,171600.0
autumn,156000.0,3812400202,171600.0
autumn,156000.0,3812400202,171600.0
autumn,315000.0,4154300505,409500.0
autumn,315000.0,4154300505,409500.0
autumn,315000.0,4154300505,409500.0
autumn,315000.0,4154300505,409500.0
spring,175000.0,2724049185,227500.0
spring,175000.0,2724049185,192500.00000000003
spring,175000.0,2724049185,227500.0
spring,175000.0,2724049185,227500.0
summer,227000.0,4006000281,295100.0
summer,227000.0,4006000281,295100.0
summer,227000.0,4006000281,295100.0
summer,227000.0,4006000281,295100.0
summer,165000.0,3333002450,181500.00000000003
summer,165000.0,3333002450,181500.00000000003
summer,165000.0,3333002450,214500.0
summer,165000.0,3333002450,181500.00000000003
spring,200000.0,8072000035,260000.0
spring,200000.0,8072000035,260000.0
spring,200000.0,8072000035,260000.0
spring,200000.0,8072000035,260000.0
spring,230005.0,3336000230,299006.5
spring,230005.0,3336000230,299006.5
spring,230005.0,3336000230,299006.5
spring,230005.0,3336000230,299006.5
winter,441000.0,9187200245,573300.0
winter,441000.0,9187200245,573300.0
autumn,302000.0,2572400100,332200.0
autumn,302000.0,2572400100,332200.0
autumn,560000.0,4226900211,728000.0
autumn,560000.0,4226900211,728000.0
winter,432500.0,9187200095,562250.0
winter,432500.0,9187200095,475750.00000000006
summer,305000.0,2568300045,396500.0
summer,305000.0,2568300045,396500.0
summer,305000.0,2568300045,335500.0
autumn,207000.0,3935900232,269100.0
autumn,207000.0,3935900232,227700.00000000003
autumn,207000.0,3935900232,227700.00000000003
winter,338500.0,1454100010,440050.0
winter,338500.0,1454100010,440050.0
winter,338500.0,1454100010,440050.0
autumn,295000.0,9275200080,383500.0
autumn,295000.0,9275200080,324500.0
autumn,295000.0,9275200080,324500.0
spring,370000.0,293000180,481000.0
spring,370000.0,293000180,481000.0
spring,370000.0,293000180,481000.0
autumn,110000.0,2853600155,121000.00000000001
autumn,110000.0,2853600155,121000.00000000001
autumn,110000.0,2853600155,121000.00000000001
winter,317000.0,9284801100,412100.0
winter,317000.0,9284801100,348700.0
winter,317000.0,9284801100,412100.0
winter,200000.0,2349300060,220000.00000000003
winter,200000.0,2349300060,260000.0
autumn,310000.0,2461900845,403000.0
autumn,310000.0,2461900845,403000.0
autumn,310000.0,4229900140,403000.0
autumn,310000.0,4229900140,403000.0
spring,271310.0,1498302774,298441.0
spring,333000.0,1498302783,432900.0
spring,255000.0,723049596,331500.0
spring,255000.0,723049596,331500.0
spring,255000.0,723049596,331500.0
spring,255000.0,723049596,331500.0
spring,219900.0,623049093,285870.0
spring,219900.0,623049093,241890.00000000003
spring,219900.0,623049093,285870.0
spring,219900.0,623049093,285870.0
spring,235750.0,8151600610,306475.0
spring,235750.0,8151600610,306475.0
spring,235750.0,8151600610,306475.0
spring,235750.0,8151600610,306475.0
winter,104950.0,723049326,115445.00000000001
winter,104950.0,723049326,115445.00000000001
winter,104950.0,723049326,115445.00000000001
winter,104950.0,723049326,115445.00000000001
winter,285000.0,8862000075,370500.0
winter,285000.0,8862000075,370500.0
winter,285000.0,8862000075,370500.0
winter,285000.0,8862000075,370500.0
autumn,147400.0,1823049182,191620.0
autumn,147400.0,1823049182,162140.0
autumn,147400.0,1823049182,191620.0
autumn,147400.0,1823049182,162140.0
spring,197000.0,6303400460,256100.0
spring,197000.0,6303400460,216700.00000000003
spring,197000.0,6303400460,256100.0
spring,197000.0,6303400460,256100.0
summer,145000.0,745000005,159500.0
summer,145000.0,745000005,159500.0
summer,145000.0,745000005,188500.0
summer,145000.0,745000005,159500.0
autumn,255000.0,9558800030,331500.0
autumn,255000.0,9558800030,331500.0
autumn,255000.0,9558800030,331500.0
summer,105500.0,2023049218,116050.00000000001
summer,105500.0,2023049218,116050.00000000001
summer,105500.0,2023049218,137150.0
spring,246500.0,2023049361,271150.0
spring,246500.0,2023049361,320450.0
spring,246500.0,2023049361,320450.0
summer,260000.0,4023500990,286000.0
summer,260000.0,4023500990,338000.0
spring,305000.0,4022900951,396500.0
spring,305000.0,4022900951,396500.0
spring,186375.0,1665400045,205012.50000000003
spring,186375.0,1665400045,205012.50000000003
spring,186375.0,1665400045,242287.5
spring,186375.0,1665400045,242287.5
winter,110000.0,4337000160,121000.00000000001
winter,110000.0,4337000160,121000.00000000001
winter,110000.0,4337000160,143000.0
winter,110000.0,4337000160,143000.0
summer,100000.0,1900000195,110000.00000000001
summer,100000.0,1900000195,110000.00000000001
summer,100000.0,1900000195,130000.0
summer,100000.0,1900000195,110000.00000000001
spring,250000.0,1221000395,275000.0
spring,250000.0,1221000395,325000.0
spring,250000.0,1221000395,325000.0
spring,250000.0,1221000395,325000.0
autumn,313000.0,1900000060,406900.0
autumn,313000.0,1900000060,406900.0
autumn,313000.0,1900000060,406900.0
autumn,313000.0,1900000060,406900.0
spring,340000.0,1219000120,442000.0
spring,340000.0,1219000120,442000.0
spring,340000.0,1219000120,442000.0
spring,340000.0,1219000120,442000.0
spring,82500.0,1623049041,90750.00000000001
spring,82500.0,1623049041,107250.0
spring,82500.0,1623049041,90750.00000000001
spring,78000.0,40000362,85800.0
spring,78000.0,40000362,85800.0
spring,78000.0,40000362,85800.0
spring,81000.0,3028200080,89100.0
spring,81000.0,3028200080,105300.0
spring,81000.0,3028200080,89100.0
autumn,115000.0,795000620,126500.00000000001
autumn,115000.0,795000620,149500.0
autumn,115000.0,795000620,126500.00000000001
summer,210000.0,2123049086,273000.0
summer,210000.0,2123049086,273000.0
summer,210000.0,2123049086,273000.0
autumn,182000.0,1670400090,236600.0
autumn,182000.0,1670400090,236600.0
autumn,182000.0,1670400090,200200.00000000003
spring,170000.0,7812800155,187000.00000000003
spring,180000.0,1180002580,234000.0
autumn,260000.0,7686205370,338000.0
autumn,260000.0,7686205370,338000.0
winter,235000.0,7205400180,258500.00000000003
winter,235000.0,7205400180,305500.0
